created_at,text
2021-12-04 4:35:00,Might have cited Olivia Rodrigo lyrics to get a point across to my boss today...#whenyouworkinretail
2021-12-04 4:34:23,RT @livsreputation: As Olivia Rodrigo once said …… what do you want me to write about….. taxes????
2021-12-04 4:34:03,"RT @mslizzieforbes: It took Olivia Rodrigo more than 8 months to say ‘don’t send death threats’.
Joshua Bassett and Sabrina Carpenter have…"
2021-12-04 4:33:39,RT @MIUMARINE: the saint laurent heart print leather sandals... olivia rodrigo let me in your closet PLEASE! https://t.co/mqAkRBkIBe
2021-12-04 4:33:26,"I told a 4th grader that when I was a kid music was my favorite class.
Him: “well yeah bc of your name.”
Me: “…what… https://t.co/bliGvb0R6R"
2021-12-04 4:33:21,"RT @RollingStone: At 18, Olivia Rodrigo is already a killer songwriter who’s mastered all the tricks. Read why ‘Sour’ topped our list of th…"
2021-12-04 4:33:13,"RT @PopBase: Olivia Rodrigo stuns in new set of Instagram photos.

“the girls r girling” https://t.co/6zq79UWzjy"
2021-12-04 4:32:51,Olivia Rodrigo makes music for us mean girls with sad girl energy
2021-12-04 4:32:50,RT @PopCrave: Joshua Bassett says it felt “impossible” and like a “losing game” to defend himself in the wake of the “drivers license” medi…
2021-12-04 4:32:44,"@ricanchristine Even for solo artist , a Japanese singer and psy has already taken #1, and #2 spots long ago. Even… https://t.co/3af8zWEy9u"
2021-12-04 4:32:27,ion know what’s going on w olivia rodrigo and joshua but i always support women
2021-12-04 4:32:00,sour - olivia rodrigo https://t.co/jeTDQfuaQl
2021-12-04 4:32:00,"RT @PopBase: Olivia Rodrigo stuns in new set of Instagram photos.

“the girls r girling” https://t.co/6zq79UWzjy"
2021-12-04 4:31:56,RT @IrishWhiskey31: Olivia Rodrigo ew overhyped af
2021-12-04 4:31:56,"My friends keep sending me these songs that Olivia Rodrigo's ex is putting out, and this bro has big ""claps back at… https://t.co/pNieC8F46X"
